Node1,Effect,Node2,Type
Node76,-1,Node637,none
Node76,1,Node640,none
Node76,-1,Node641,none
Node76,1,Node644,none
Node76,1,Node650,none
Node76,-1,Node652,none
Node76,-1,Node654,none
Node76,1,Node656,none
Node76,-1,Node660,none
Node76,-1,Node668,none
Node76,1,Node677,none
Node76,1,Node687,none
Node76,1,Node691,none
Node76,1,Node695,none
Node76,1,Node702,none
Node76,-1,Node743,none
Node76,-1,Node757,none
Node76,-1,Node760,none
Node76,1,Node769,none
Node76,1,Node771,none
Node76,1,Node774,none
Node76,-1,Node792,none
Node76,-1,Node803,none
Node76,-1,Node813,none
Node76,1,Node815,none
Node76,1,Node843,none
Node76,-1,Node852,none
Node76,-1,Node853,none
Node76,1,Node861,none
Node76,-1,Node866,none
Node76,-1,Node870,none
Node76,1,Node873,none
Node76,-1,Node895,none
Node76,-1,Node918,none
Node76,-1,Node922,none
Node76,1,Node947,none
Node76,1,Node959,none
Node76,-1,Node976,none
Node76,-1,Node989,none
Node77,1,Node82,none
Node77,1,Node83,none
Node77,-1,Node87,none
Node77,-1,Node91,none
Node77,1,Node95,none
Node77,1,Node104,none
Node77,1,Node115,none
Node77,1,Node120,none
Node77,-1,Node142,none
Node77,1,Node143,none
Node77,1,Node158,none
Node77,1,Node161,none
Node77,1,Node167,none
Node77,-1,Node168,none
Node77,-1,Node193,none
Node77,-1,Node200,none
Node77,-1,Node208,none
Node77,-1,Node215,none
Node77,1,Node221,none
Node77,1,Node225,none
Node77,-1,Node231,none
Node77,1,Node249,none
Node77,-1,Node265,none
Node77,1,Node282,none
Node77,-1,Node294,none
Node77,1,Node309,none
Node77,1,Node334,none
Node77,-1,Node340,none
Node77,1,Node391,none
Node77,-1,Node427,none
Node77,1,Node428,none
Node77,-1,Node434,none
Node77,1,Node466,none
Node77,1,Node477,none
Node77,1,Node521,none
Node77,1,Node522,none
Node77,1,Node538,none
Node77,-1,Node540,none
Node77,-1,Node541,none
Node77,1,Node560,none
Node77,1,Node563,none
Node77,1,Node571,none
Node77,-1,Node577,none
Node77,-1,Node580,none
Node77,-1,Node592,none
Node77,1,Node595,none
Node77,-1,Node596,none
Node77,1,Node607,none
Node77,1,Node610,none
Node77,-1,Node611,none
Node77,-1,Node625,none
Node77,1,Node644,none
Node77,-1,Node668,none
Node77,1,Node694,none
Node77,1,Node696,none
Node77,-1,Node699,none
Node77,-1,Node730,none
Node77,-1,Node741,none
Node77,1,Node743,none
Node77,1,Node746,none
Node77,-1,Node764,none
Node77,1,Node768,none
Node77,1,Node780,none
Node77,1,Node800,none
Node77,-1,Node812,none
Node77,1,Node813,none
Node77,1,Node832,none
Node77,-1,Node833,none
Node77,-1,Node838,none
Node77,1,Node853,none
Node77,-1,Node869,none
Node77,-1,Node871,none
Node77,1,Node878,none
Node77,1,Node894,none
Node77,1,Node897,none
Node77,-1,Node900,none
Node77,1,Node914,none
Node77,-1,Node952,none
Node77,-1,Node956,none
Node77,-1,Node970,none
Node77,1,Node978,none
Node77,1,Node984,none
Node77,1,Node990,none
Node77,1,Node993,none
Node77,-1,Node998,none
Node78,1,Node85,none
Node78,-1,Node89,none
Node78,-1,Node90,none
Node78,-1,Node98,source
Node78,1,Node112,none
Node78,1,Node117,none
Node78,1,Node118,none
Node78,-1,Node132,none
Node78,1,Node135,none
Node78,-1,Node139,none
Node78,1,Node151,none
Node78,-1,Node164,none
Node78,1,Node173,none
Node78,-1,Node190,none
Node78,-1,Node202,none
Node78,1,Node233,none
Node78,-1,Node261,none
Node78,-1,Node278,none
Node78,-1,Node281,none
Node78,-1,Node287,none
Node78,-1,Node298,none
Node78,1,Node302,none
Node78,-1,Node308,none
Node78,-1,Node312,none
Node78,-1,Node319,none
Node78,1,Node320,none
Node78,-1,Node338,none
Node78,-1,Node347,none
Node78,1,Node350,none
Node78,1,Node353,none
Node78,1,Node356,none
Node78,1,Node363,none
Node78,-1,Node387,none
Node78,1,Node388,none
Node78,1,Node397,none
Node78,-1,Node398,none
Node78,1,Node415,none
Node78,1,Node420,none
Node78,-1,Node424,none
Node78,1,Node425,none
Node78,1,Node444,none
Node78,1,Node449,none
Node78,-1,Node455,none
Node78,-1,Node462,none
Node78,1,Node467,none
Node78,1,Node470,none
Node78,-1,Node473,none
Node78,-1,Node477,none
Node78,-1,Node479,none
Node78,1,Node497,none
Node78,-1,Node505,none
Node78,1,Node508,none
Node78,-1,Node512,none
Node78,-1,Node526,none
Node78,1,Node529,none
Node78,-1,Node534,none
Node78,1,Node554,none
Node78,1,Node556,none
Node78,1,Node558,none
Node78,1,Node561,none
Node78,-1,Node565,none
Node78,1,Node567,none
Node78,-1,Node584,none
Node78,-1,Node585,none
Node78,-1,Node601,none
Node78,1,Node605,none
Node78,1,Node608,none
Node78,-1,Node610,none
Node78,-1,Node612,none
Node78,1,Node619,none
Node78,-1,Node629,none
Node78,1,Node630,none
Node78,1,Node632,none
Node78,-1,Node664,none
Node78,-1,Node668,none
Node78,1,Node674,none
Node78,-1,Node680,none
Node78,1,Node686,none
Node78,1,Node687,none
Node78,-1,Node705,none
Node78,-1,Node713,none
Node78,-1,Node717,none
Node78,-1,Node723,none
Node78,-1,Node755,none
Node78,-1,Node787,none
Node78,-1,Node790,none
Node78,1,Node795,none
Node78,-1,Node796,none
Node78,-1,Node807,none
Node78,-1,Node822,none
Node78,-1,Node829,none
Node78,1,Node840,none
Node78,-1,Node866,none
Node78,1,Node870,none
Node78,1,Node930,none
Node78,1,Node932,none
Node78,-1,Node944,none
Node78,-1,Node954,none
Node78,-1,Node969,none
Node78,1,Node975,none
Node78,-1,Node979,none
Node78,-1,Node980,none
Node78,-1,Node982,none
Node78,-1,Node997,none
Node79,-1,Node102,none
Node79,-1,Node103,none
Node79,1,Node128,none
Node79,1,Node137,none
Node79,1,Node142,none
Node79,-1,Node159,none
Node79,-1,Node161,none
Node79,-1,Node180,none
Node79,-1,Node187,none
Node79,-1,Node216,none
Node79,-1,Node217,none
Node79,1,Node220,none
Node79,-1,Node236,none
Node79,-1,Node243,none
Node79,-1,Node253,none
Node79,1,Node258,none
Node79,1,Node286,none
Node79,-1,Node297,none
Node79,-1,Node301,none
Node79,-1,Node314,none
Node79,1,Node321,none
Node79,1,Node329,none
Node79,1,Node331,none
Node79,-1,Node341,none
Node79,-1,Node346,none
Node79,1,Node348,none
Node79,1,Node358,none
Node79,1,Node371,none
Node79,-1,Node374,none
Node79,-1,Node404,none
Node79,1,Node423,none
Node79,-1,Node431,none
Node79,1,Node447,none
Node79,1,Node462,none
Node79,1,Node474,none
Node79,1,Node480,none
Node79,-1,Node487,none
Node79,-1,Node495,none
Node79,1,Node502,none
Node79,1,Node509,none
Node79,-1,Node511,none
Node79,-1,Node522,none
Node79,-1,Node534,none
Node79,-1,Node537,none
Node79,1,Node551,none
Node79,1,Node559,none
Node79,-1,Node594,none
Node79,-1,Node597,none
Node79,1,Node598,none
Node79,1,Node601,none
Node79,1,Node613,none
Node79,-1,Node616,none
Node79,1,Node629,none
Node79,-1,Node635,none
Node79,1,Node638,none
Node79,-1,Node646,none
Node79,-1,Node647,none
Node79,1,Node648,none
Node79,-1,Node658,none
Node79,1,Node666,none
Node79,-1,Node669,none
Node79,1,Node677,none
Node79,-1,Node683,none
Node79,-1,Node684,none
Node79,1,Node692,none
Node79,1,Node702,none
Node79,-1,Node710,none
Node79,1,Node717,none
Node79,-1,Node718,none
Node79,-1,Node727,none
Node79,1,Node729,none
Node79,1,Node732,none
Node79,-1,Node737,none
Node79,1,Node763,none
Node79,1,Node770,none
Node79,1,Node793,none
Node79,1,Node800,none
Node79,1,Node810,none
Node79,1,Node820,none
Node79,-1,Node829,none
Node79,-1,Node838,none
Node79,-1,Node850,none
Node79,-1,Node871,none
Node79,1,Node887,source
Node79,1,Node889,none
Node79,1,Node892,none
Node79,-1,Node899,none
Node79,1,Node902,none
Node79,-1,Node918,none
Node79,1,Node930,none
Node79,1,Node932,none
Node79,-1,Node937,none
Node79,1,Node970,none
Node79,-1,Node974,none
Node79,-1,Node990,none
Node80,1,Node81,none
Node80,-1,Node84,none
Node80,1,Node99,none
Node80,-1,Node103,none
Node80,-1,Node124,none
Node80,-1,Node137,none
Node80,-1,Node142,none
Node80,1,Node152,none
Node80,-1,Node168,none
Node80,-1,Node169,none
Node80,-1,Node171,none
Node80,1,Node173,none
Node80,-1,Node175,none
Node80,-1,Node205,none
Node80,-1,Node238,none
Node80,1,Node260,none
Node80,-1,Node268,none
Node80,1,Node275,none
Node80,-1,Node286,none
Node80,-1,Node295,none
Node80,1,Node303,none
Node80,1,Node312,none
Node80,-1,Node328,none
Node80,1,Node333,none
Node80,1,Node334,none
Node80,1,Node337,none
Node80,1,Node345,none
Node80,-1,Node367,none
Node80,1,Node377,none
Node80,1,Node389,none
Node80,-1,Node391,none
Node80,1,Node392,none
Node80,1,Node396,none
Node80,-1,Node397,none
Node80,-1,Node427,none
Node80,1,Node438,none
Node80,1,Node446,none
Node80,1,Node460,none
Node80,1,Node466,none
Node80,-1,Node467,none
Node80,1,Node498,none
Node80,1,Node503,none
Node80,1,Node525,none
Node80,-1,Node542,none
Node80,-1,Node557,none
Node80,-1,Node558,none
Node80,1,Node570,none
Node80,-1,Node583,none
Node80,-1,Node584,none
Node80,1,Node590,none
Node80,1,Node600,none
Node80,-1,Node612,none
Node80,-1,Node613,none
Node80,1,Node617,none
Node80,1,Node627,none
Node80,1,Node636,none
Node80,-1,Node674,none
Node80,1,Node683,none
Node80,1,Node696,none
Node80,-1,Node705,none
Node80,1,Node708,none
Node80,-1,Node712,none
Node80,-1,Node727,none
Node80,-1,Node750,none
Node80,1,Node754,none
Node80,1,Node774,none
Node80,-1,Node776,none
Node80,1,Node782,none
Node80,1,Node805,none
Node80,1,Node824,none
Node80,1,Node827,none
Node80,-1,Node828,none
Node80,-1,Node829,none
Node80,1,Node833,none
Node80,-1,Node843,none
Node80,-1,Node854,none
Node80,-1,Node889,none
Node80,1,Node894,none
Node80,1,Node917,none
Node80,-1,Node956,none
Node80,-1,Node957,none
Node81,-1,Node88,none
Node81,1,Node100,none
Node81,-1,Node102,none
Node81,1,Node104,none
Node81,-1,Node133,none
Node81,-1,Node140,none
Node81,1,Node146,none
Node81,-1,Node169,none
Node81,1,Node170,none
Node81,-1,Node174,none
Node81,-1,Node177,none
Node81,-1,Node202,none
Node81,1,Node207,none
Node81,-1,Node226,none
Node81,-1,Node230,none
Node81,-1,Node241,none
Node81,-1,Node259,none
Node81,-1,Node260,none
Node81,1,Node265,none
Node81,-1,Node269,none
Node81,-1,Node274,none
Node81,-1,Node295,none
Node81,1,Node310,none
Node81,1,Node312,none
Node81,1,Node319,none
Node81,1,Node325,none
Node81,-1,Node328,none
Node81,-1,Node329,none
Node81,-1,Node332,none
Node81,-1,Node337,none
Node81,-1,Node339,none
Node81,1,Node347,none
Node81,-1,Node365,none
Node81,-1,Node369,none
Node81,1,Node374,none
Node81,-1,Node385,none
Node81,1,Node387,none
Node81,1,Node393,none
Node81,1,Node401,none
Node81,1,Node406,none
Node81,1,Node408,none
Node81,-1,Node412,none
Node81,-1,Node417,none
Node81,-1,Node437,none
Node81,1,Node442,none
Node81,-1,Node449,none
Node81,1,Node463,none
Node81,-1,Node478,none
Node81,-1,Node484,none
Node81,1,Node486,none
Node81,-1,Node502,none
Node81,-1,Node506,none
Node81,1,Node521,none
Node81,1,Node527,none
Node81,-1,Node533,none
Node81,1,Node534,none
Node81,-1,Node556,none
Node81,1,Node574,none
Node81,1,Node576,none
Node81,1,Node579,none
Node81,-1,Node581,none
Node81,1,Node584,none
Node81,1,Node623,none
Node81,-1,Node625,none
Node81,1,Node627,none
Node81,1,Node637,none
Node81,1,Node648,none
Node81,1,Node664,none
Node81,1,Node666,none
Node81,-1,Node668,none
Node81,1,Node682,none
Node81,1,Node701,none
Node81,-1,Node704,none
Node81,-1,Node751,none
Node81,-1,Node755,none
Node81,1,Node792,none
Node81,-1,Node819,none
Node81,-1,Node823,none
Node81,1,Node824,none
Node81,1,Node842,none
Node81,1,Node853,none
Node81,-1,Node865,none
Node81,-1,Node879,none
Node81,-1,Node893,none
Node81,-1,Node899,none
Node81,1,Node902,none
Node81,1,Node914,none
Node81,-1,Node933,none
Node81,-1,Node946,none
Node81,-1,Node947,none
Node81,1,Node972,none
Node81,-1,Node986,none
Node82,1,Node87,none
Node82,1,Node88,none
Node82,-1,Node97,none
Node82,-1,Node106,none
Node82,-1,Node158,none
Node82,1,Node163,none
Node82,-1,Node171,none
Node82,1,Node180,none
Node82,-1,Node181,none
Node82,-1,Node183,none
Node82,1,Node184,none
Node82,-1,Node188,none
Node82,-1,Node199,none
Node82,-1,Node202,none
Node82,-1,Node211,none
Node82,-1,Node212,none
Node82,1,Node216,none
Node82,-1,Node222,none
Node82,1,Node227,none
Node82,-1,Node231,none
Node82,-1,Node240,none
Node82,1,Node243,none
Node82,-1,Node252,none
Node82,1,Node271,none
Node82,1,Node275,none
Node82,1,Node277,none
Node82,-1,Node331,none
Node82,-1,Node334,none
Node82,-1,Node343,none
Node82,1,Node344,none
Node82,1,Node372,none
Node82,-1,Node375,none
Node82,-1,Node389,none
Node82,1,Node400,none
Node82,-1,Node422,target
Node82,1,Node428,none
Node82,-1,Node443,none
Node82,1,Node466,none
Node82,-1,Node475,none
Node82,-1,Node492,none
Node82,-1,Node498,none
Node82,-1,Node518,none
Node82,-1,Node546,none
Node82,-1,Node558,none
Node82,1,Node583,none
Node82,1,Node606,none
Node82,-1,Node630,none
Node82,1,Node655,none
Node82,1,Node659,none
Node82,1,Node668,none
Node82,-1,Node680,none
Node82,-1,Node683,none
Node82,-1,Node684,none
Node82,1,Node690,none
Node82,-1,Node695,none
Node82,1,Node700,none
Node82,1,Node708,none
Node82,1,Node715,none
Node82,1,Node719,none
Node82,-1,Node731,none
Node82,-1,Node735,none
Node82,-1,Node738,none
Node82,1,Node746,none
Node82,-1,Node751,none
Node82,-1,Node756,none
Node82,1,Node785,none
Node82,1,Node794,none
Node82,-1,Node796,none
Node82,1,Node806,none
Node82,1,Node809,none
Node82,1,Node814,none
Node82,-1,Node816,none
Node82,1,Node822,none
Node82,1,Node843,none
Node82,1,Node847,none
Node82,1,Node859,none
Node82,-1,Node875,none
Node82,1,Node899,none
Node82,1,Node900,none
Node82,-1,Node903,none
Node82,1,Node907,none
Node82,1,Node913,none
Node82,1,Node934,none
Node82,-1,Node938,none
Node82,1,Node939,none
Node82,-1,Node940,none
Node82,1,Node955,none
Node82,-1,Node968,none
Node82,-1,Node975,none
Node82,-1,Node979,none
Node82,1,Node983,none
Node82,1,Node985,none
Node82,-1,Node996,none
Node83,1,Node86,none
Node83,-1,Node94,none
Node83,1,Node101,none
Node83,1,Node102,none
Node83,1,Node109,none
Node83,1,Node117,none
Node83,1,Node118,none
Node83,-1,Node137,none
Node83,-1,Node157,none
Node83,-1,Node185,none
Node83,1,Node186,none
Node83,1,Node195,none
Node83,-1,Node224,none
Node83,-1,Node258,none
Node83,-1,Node259,none
Node83,1,Node266,none
Node83,-1,Node277,none
Node83,-1,Node278,none
Node83,-1,Node287,none
Node83,1,Node290,none
Node83,1,Node301,none
Node83,-1,Node322,none
Node83,-1,Node326,none
Node83,1,Node339,none
Node83,-1,Node343,none
Node83,1,Node355,none
Node83,1,Node362,none
Node83,1,Node373,none
Node83,-1,Node377,none
Node83,-1,Node391,none
Node83,1,Node408,none
Node83,-1,Node410,none
Node83,-1,Node413,none
Node83,-1,Node427,none
Node83,-1,Node436,none
Node83,-1,Node437,none
Node83,-1,Node446,none
Node83,1,Node448,none
Node83,-1,Node454,none
Node83,-1,Node462,none
Node83,1,Node470,none
Node83,-1,Node471,none
Node83,-1,Node486,none
Node83,1,Node501,none
Node83,1,Node506,none
Node83,-1,Node526,none
Node83,-1,Node531,none
Node83,-1,Node559,none
Node83,-1,Node574,none
Node83,1,Node578,none
Node83,1,Node608,none
Node83,-1,Node610,none
Node83,-1,Node616,none
Node83,-1,Node621,none
Node83,-1,Node628,none
Node83,-1,Node629,none
Node83,-1,Node630,none
Node83,-1,Node633,none
Node83,-1,Node634,none
Node83,-1,Node635,none
Node83,-1,Node645,source
Node83,1,Node646,none
Node83,-1,Node664,none
Node83,-1,Node674,none
Node83,1,Node701,none
Node83,1,Node715,none
Node83,-1,Node728,none
Node83,-1,Node739,none
Node83,1,Node741,none
Node83,-1,Node754,none
Node83,1,Node755,none
Node83,-1,Node757,none
Node83,1,Node771,none
Node83,-1,Node809,none
Node83,-1,Node824,none
Node83,1,Node850,none
Node83,1,Node882,none
Node83,-1,Node886,none
Node83,-1,Node930,none
Node83,1,Node940,none
Node83,1,Node944,none
Node83,1,Node960,none
Node83,-1,Node972,none
Node83,-1,Node976,none
Node83,-1,Node987,none
Node83,-1,Node989,none
Node83,-1,Node990,none
Node84,1,Node97,none
Node84,1,Node112,none
Node84,1,Node113,none
Node84,1,Node115,none
Node84,-1,Node117,none
Node84,1,Node164,none
Node84,-1,Node179,none
Node84,-1,Node181,none
Node84,1,Node219,none
Node84,1,Node222,none
Node84,-1,Node224,none
Node84,1,Node229,none
Node84,-1,Node231,none
Node84,1,Node241,none
Node84,-1,Node245,none
Node84,-1,Node252,none
Node84,-1,Node259,none
Node84,-1,Node267,none
Node84,1,Node273,none
Node84,1,Node274,none
Node84,-1,Node275,none
Node84,-1,Node294,none
Node84,1,Node305,none
Node84,-1,Node312,none
Node84,-1,Node315,none
Node84,-1,Node323,none
Node84,1,Node324,none
Node84,1,Node337,none
Node84,-1,Node340,none
Node84,-1,Node347,none
Node84,1,Node358,none
Node84,-1,Node364,none
Node84,-1,Node370,none
Node84,1,Node380,none
Node84,1,Node406,none
Node84,-1,Node408,none
Node84,1,Node429,none
Node84,1,Node441,none
Node84,-1,Node443,none
Node84,1,Node452,none
Node84,-1,Node483,none
Node84,1,Node490,none
Node84,-1,Node516,none
Node84,1,Node520,none
Node84,1,Node533,none
Node84,-1,Node536,none
Node84,-1,Node540,none
Node84,-1,Node563,none
Node84,1,Node570,none
Node84,-1,Node615,none
Node84,-1,Node619,none
Node84,-1,Node634,none
Node84,-1,Node637,none
Node84,-1,Node646,none
Node84,-1,Node650,none
Node84,-1,Node655,none
Node84,-1,Node660,none
Node84,1,Node668,none
Node84,-1,Node682,none
Node84,1,Node697,none
Node84,-1,Node704,none
Node84,1,Node715,none
Node84,-1,Node726,none
Node84,-1,Node727,none
Node84,1,Node736,none
Node84,-1,Node742,none
Node84,1,Node750,none
Node84,-1,Node753,none
Node84,-1,Node755,none
Node84,1,Node758,none
Node84,1,Node767,none
Node84,-1,Node780,none
Node84,-1,Node781,none
Node84,-1,Node786,none
Node84,1,Node803,none
Node84,-1,Node818,none
Node84,1,Node823,none
Node84,1,Node829,none
Node84,-1,Node848,none
Node84,1,Node857,none
Node84,-1,Node861,none
Node84,1,Node872,none
Node84,1,Node900,none
Node84,-1,Node915,none
Node84,1,Node922,none
Node84,1,Node927,none
Node84,-1,Node935,none
Node84,-1,Node936,none
Node84,-1,Node981,none
Node84,1,Node988,none
Node84,-1,Node989,none
Node84,1,Node993,none
Node85,-1,Node89,none
Node85,1,Node99,none
Node85,1,Node114,none
Node85,1,Node118,none
Node85,-1,Node125,none
Node85,-1,Node133,none
Node85,1,Node139,none
Node85,1,Node145,none
Node85,-1,Node156,none
Node85,-1,Node160,none
Node85,-1,Node166,none
Node85,-1,Node182,none
Node85,1,Node200,none
Node85,-1,Node201,none
Node85,1,Node203,none
Node85,1,Node204,none
Node85,1,Node213,none
Node85,-1,Node219,none
Node85,-1,Node236,none
Node85,1,Node242,none
Node85,1,Node252,none
Node85,1,Node258,none
Node85,-1,Node264,none
Node85,1,Node266,none
Node85,1,Node277,none
Node85,-1,Node296,none
Node85,-1,Node313,none
Node85,-1,Node329,none
Node85,1,Node353,none
Node85,-1,Node361,none
Node85,-1,Node363,none
Node85,1,Node378,none
Node85,-1,Node388,none
Node85,-1,Node408,none
Node85,1,Node414,none
Node85,1,Node415,none
Node85,1,Node417,none
Node85,1,Node419,none
Node85,1,Node421,none
Node85,1,Node424,none
Node85,1,Node428,none
Node85,-1,Node442,none
Node85,-1,Node443,none
Node85,-1,Node444,none
Node85,-1,Node447,none
Node85,1,Node452,none
Node85,1,Node460,none
Node85,1,Node461,none
Node85,-1,Node471,none
Node85,1,Node480,none
Node85,-1,Node483,none
Node85,-1,Node496,none
Node85,1,Node499,none
Node85,1,Node509,none
Node85,-1,Node511,none
Node85,-1,Node522,none
Node85,-1,Node525,none
Node85,1,Node564,none
Node85,-1,Node581,none
Node85,1,Node586,none
Node85,1,Node593,none
Node85,1,Node596,none
Node85,-1,Node619,none
Node85,1,Node620,none
Node85,1,Node624,none
Node85,1,Node625,none
Node85,-1,Node630,none
Node85,1,Node634,none
Node85,1,Node639,none
Node85,-1,Node640,none
Node85,1,Node645,source
Node85,-1,Node680,none
Node85,-1,Node687,none
Node85,1,Node708,none
Node85,-1,Node715,none
Node85,1,Node716,none
Node85,-1,Node717,none
Node85,-1,Node720,none
Node85,1,Node725,none
Node85,1,Node732,none
Node85,-1,Node738,none
Node85,-1,Node740,none
Node85,-1,Node755,none
Node85,-1,Node757,none
Node85,-1,Node791,none
Node85,1,Node793,none
Node85,1,Node813,none
Node85,1,Node816,none
Node85,-1,Node859,none
Node85,-1,Node865,none
Node85,1,Node866,none
Node85,-1,Node867,none
Node85,1,Node876,none
Node85,-1,Node877,none
Node85,1,Node883,none
Node85,-1,Node889,none
Node85,1,Node902,none
Node85,-1,Node915,none
Node85,1,Node922,none
Node85,1,Node925,none
Node85,1,Node926,none
Node85,-1,Node930,none
Node85,-1,Node956,none
Node85,-1,Node958,none
Node85,1,Node968,none
Node85,1,Node971,none
Node85,-1,Node983,none
Node85,1,Node986,none
Node86,-1,Node105,none
Node86,1,Node110,none
Node86,1,Node111,none
Node86,1,Node118,none
Node86,-1,Node119,none
Node86,-1,Node147,none
Node86,-1,Node155,none
Node86,-1,Node159,none
Node86,1,Node171,none
Node86,-1,Node173,none
Node86,-1,Node187,none
Node86,1,Node192,none
Node86,-1,Node203,none
Node86,1,Node214,none
Node86,1,Node229,none
Node86,-1,Node237,none
Node86,1,Node241,none
Node86,-1,Node249,none
Node86,1,Node288,none
Node86,1,Node297,none
Node86,-1,Node299,none
Node86,1,Node305,none
Node86,-1,Node310,none
Node86,-1,Node311,none
Node86,-1,Node327,none
Node86,-1,Node329,none
Node86,-1,Node331,none
Node86,-1,Node341,none
Node86,-1,Node352,none
Node86,-1,Node355,none
Node86,-1,Node356,none
Node86,-1,Node357,none
Node86,-1,Node370,none
Node86,1,Node377,none
Node86,1,Node386,none
Node86,-1,Node387,none
Node86,1,Node391,none
Node86,-1,Node394,none
Node86,1,Node402,none
Node86,-1,Node405,none
Node86,1,Node406,none
Node86,1,Node412,none
Node86,1,Node418,none
Node86,1,Node424,none
Node86,1,Node429,none
Node86,-1,Node436,none
Node86,-1,Node444,none
Node86,-1,Node454,none
Node86,1,Node461,none
Node86,-1,Node463,none
Node86,1,Node470,none
Node86,1,Node477,none
Node86,-1,Node478,none
Node86,-1,Node506,none
Node86,-1,Node564,none
Node86,-1,Node569,none
Node86,-1,Node588,none
Node86,1,Node605,none
Node86,-1,Node640,none
Node86,1,Node649,none
Node86,1,Node677,none
Node86,1,Node683,none
Node86,-1,Node686,none
Node86,1,Node696,none
Node86,1,Node708,none
Node86,1,Node735,none
Node86,-1,Node756,none
Node86,1,Node759,none
Node86,1,Node764,none
Node86,1,Node799,none
Node86,-1,Node800,none
Node86,1,Node819,none
Node86,-1,Node842,none
Node86,1,Node896,none
Node86,-1,Node903,none
Node86,1,Node915,none
Node86,1,Node919,none
Node86,-1,Node920,none
Node86,1,Node922,none
Node86,-1,Node925,none
Node86,1,Node934,none
Node86,-1,Node947,none
Node86,-1,Node957,none
Node86,-1,Node961,none
Node86,1,Node965,none
Node86,-1,Node971,none
Node86,-1,Node986,none
Node86,1,Node987,none
Node86,-1,Node990,none
Node87,-1,Node139,none
Node87,-1,Node146,none
Node87,-1,Node147,none
Node87,1,Node165,none
Node87,-1,Node168,none
Node87,1,Node183,none
Node87,-1,Node184,none
Node87,-1,Node191,none
Node87,-1,Node197,none
Node87,1,Node198,none
Node87,-1,Node201,none
Node87,1,Node205,none
Node87,-1,Node207,none
Node87,-1,Node222,none
Node87,1,Node225,none
Node87,1,Node232,none
Node87,1,Node243,none
Node87,-1,Node248,none
Node87,1,Node253,none
Node87,1,Node255,none
Node87,-1,Node261,none
Node87,1,Node300,none
Node87,-1,Node312,none
Node87,-1,Node331,none
Node87,-1,Node333,none
Node87,-1,Node342,none
Node87,1,Node344,none
Node87,1,Node359,none
Node87,1,Node383,none
Node87,1,Node389,none
Node87,-1,Node403,none
Node87,1,Node427,none
Node87,1,Node430,none
Node87,1,Node431,none
Node87,-1,Node436,none
Node87,1,Node448,none
Node87,-1,Node450,none
Node87,1,Node455,none
Node87,-1,Node465,none
Node87,-1,Node487,none
Node87,-1,Node492,none
Node87,-1,Node507,none
Node87,-1,Node518,none
Node87,-1,Node525,none
Node87,-1,Node548,none
Node87,-1,Node553,none
Node87,1,Node558,none
Node87,-1,Node570,none
Node87,1,Node576,none
Node87,-1,Node579,none
Node87,1,Node586,none
Node87,1,Node590,none
Node87,-1,Node592,none
Node87,-1,Node597,none
Node87,1,Node607,none
Node87,-1,Node612,none
Node87,-1,Node617,none
Node87,1,Node621,none
Node87,1,Node623,none
Node87,-1,Node629,none
Node87,-1,Node641,none
Node87,1,Node643,none
Node87,1,Node651,none
Node87,1,Node654,none
Node87,-1,Node658,none
Node87,-1,Node667,none
Node87,1,Node677,none
Node87,1,Node683,none
Node87,1,Node694,none
Node87,-1,Node700,none
Node87,-1,Node712,none
Node87,1,Node723,none
Node87,1,Node737,none
Node87,1,Node749,none
Node87,-1,Node776,none
Node87,-1,Node789,none
Node87,-1,Node791,none
Node87,-1,Node816,none
Node87,1,Node822,none
Node87,-1,Node823,none
Node87,-1,Node824,none
Node87,1,Node840,none
Node87,1,Node849,none
Node87,-1,Node851,none
Node87,1,Node853,none
Node87,-1,Node872,none
Node87,1,Node874,none
Node87,1,Node886,none
Node87,-1,Node890,target
Node87,-1,Node910,none
Node87,-1,Node917,none
Node87,1,Node933,none
Node87,-1,Node943,none
Node87,1,Node946,none
Node87,-1,Node947,none
Node87,1,Node949,none
Node87,-1,Node971,none
Node87,-1,Node974,none
Node87,1,Node978,none
Node87,-1,Node989,none
Node87,-1,Node990,none
Node88,1,Node93,none
Node88,-1,Node105,none
Node88,-1,Node108,none
Node88,1,Node110,none
Node88,1,Node120,none
Node88,-1,Node122,none
Node88,1,Node144,none
Node88,-1,Node149,none
Node88,-1,Node151,none
Node88,1,Node162,none
Node88,1,Node182,none
Node88,1,Node184,none
Node88,1,Node194,none
Node88,-1,Node240,none
Node88,1,Node255,none
Node88,1,Node263,none
Node88,-1,Node270,none
Node88,1,Node282,none
Node88,1,Node300,none
Node88,1,Node304,none
Node88,1,Node305,none
Node88,-1,Node310,none
Node88,-1,Node311,none
Node88,-1,Node320,none
Node88,1,Node321,none
Node88,1,Node322,none
Node88,-1,Node333,none
Node88,-1,Node336,none
Node88,-1,Node348,none
Node88,-1,Node355,none
Node88,1,Node358,none
Node88,-1,Node363,none
Node88,1,Node369,none
Node88,1,Node376,none
Node88,1,Node382,none
Node88,-1,Node386,none
Node88,1,Node405,none
Node88,-1,Node411,none
Node88,1,Node421,none
Node88,1,Node426,none
Node88,-1,Node430,none
Node88,1,Node436,none
Node88,1,Node444,none
Node88,1,Node452,none
Node88,1,Node466,none
Node88,-1,Node473,none
Node88,-1,Node476,none
Node88,1,Node478,none
Node88,1,Node480,none
Node88,-1,Node485,none
